timestamp_ms,gyrox_deg,gyroy_deg,gyroz_deg,accelx_deg,accely_deg,compfilterx_deg,compfiltery_deg
12449.00,-0.426,1.233,-1.067,-2.238,-0.640,-0.831,-0.349
12472.00,-0.426,1.234,-1.073,1.629,-0.390,-0.781,-0.349
12495.00,-0.432,1.238,-1.070,1.527,-0.958,-0.741,-0.357
12518.00,-0.436,1.242,-1.057,-0.636,0.000,-0.743,-0.346
12541.00,-0.437,1.244,-1.053,-2.490,-0.289,-0.779,-0.343
12564.00,-0.442,1.248,-1.062,-2.101,0.000,-0.810,-0.332
12587.00,-0.442,1.251,-1.069,-0.318,-0.414,-0.800,-0.331
12609.00,-0.442,1.254,-1.070,0.974,-0.974,-0.764,-0.341
12632.00,-0.443,1.259,-1.066,0.820,-0.625,-0.734,-0.341
12655.00,-0.444,1.263,-1.060,-1.523,-0.263,-0.751,-0.336
12678.00,-0.447,1.268,-1.059,-2.248,-0.386,-0.784,-0.333
12701.00,-0.447,1.269,-1.063,-1.618,-0.180,-0.801,-0.328
12724.00,-0.446,1.269,-1.066,-0.430,-0.527,-0.792,-0.332
12747.00,-0.449,1.276,-1.067,0.458,-0.569,-0.770,-0.330
12770.00,-0.450,1.280,-1.063,-0.152,-0.443,-0.759,-0.328
12793.00,-0.451,1.282,-1.059,-1.201,-0.470,-0.769,-0.330
12816.00,-0.456,1.286,-1.057,-1.769,-0.346,-0.793,-0.326
12839.00,-0.456,1.293,-1.063,-1.030,-0.398,-0.798,-0.320
12861.00,-0.460,1.300,-1.071,-0.153,-0.639,-0.789,-0.320
12884.00,-0.461,1.301,-1.068,0.497,-0.525,-0.764,-0.323
12907.00,-0.464,1.305,-1.063,0.083,-0.500,-0.750,-0.322
12930.00,-0.464,1.308,-1.058,-1.567,-0.305,-0.767,-0.319
12953.00,-0.464,1.311,-1.061,-1.999,0.014,-0.791,-0.310
12976.00,-0.465,1.314,-1.064,-1.409,-0.345,-0.805,-0.308
12999.00,-0.464,1.316,-1.067,0.166,-0.541,-0.784,-0.310
13022.00,-0.467,1.319,-1.065,0.570,-0.625,-0.760,-0.313
13045.00,-0.471,1.323,-1.060,-0.555,-0.597,-0.760,-0.315
13068.00,-0.469,1.325,-1.057,-1.794,-0.249,-0.779,-0.312
13090.00,-0.472,1.325,-1.061,-1.431,-0.151,-0.795,-0.309
13113.00,-0.472,1.332,-1.065,-0.401,-0.456,-0.787,-0.305
13136.00,-0.475,1.337,-1.067,0.473,-0.668,-0.764,-0.307
13159.00,-0.478,1.339,-1.062,0.083,-0.539,-0.750,-0.310
13182.00,-0.478,1.340,-1.057,-1.466,-0.360,-0.765,-0.310
13205.00,-0.478,1.342,-1.055,-1.894,-0.194,-0.787,-0.306
13228.00,-0.476,1.344,-1.058,-1.225,-0.344,-0.795,-0.304
13251.00,-0.478,1.347,-1.062,-0.237,-0.711,-0.785,-0.309
13274.00,-0.479,1.352,-1.058,0.443,-0.595,-0.762,-0.311
13297.00,-0.482,1.354,-1.054,-0.471,-0.443,-0.759,-0.311
13320.00,-0.483,1.359,-1.050,-1.693,-0.330,-0.779,-0.307
13342.00,-0.485,1.360,-1.051,-1.807,-0.179,-0.800,-0.303
13365.00,-0.483,1.361,-1.053,-0.541,-0.555,-0.794,-0.307
13388.00,-0.485,1.363,-1.054,0.139,-0.625,-0.777,-0.312
13411.00,-0.486,1.364,-1.051,-0.069,-0.597,-0.764,-0.316
13434.00,-0.485,1.367,-1.047,-0.773,-0.428,-0.763,-0.316
13457.00,-0.486,1.370,-1.046,-1.514,-0.222,-0.779,-0.311
13480.00,-0.488,1.372,-1.047,-1.185,-0.358,-0.789,-0.309
13503.00,-0.490,1.375,-1.047,-0.527,-0.555,-0.786,-0.311
13526.00,-0.493,1.375,-1.048,-0.069,-0.582,-0.774,-0.317
13549.00,-0.493,1.378,-1.044,-0.471,-0.458,-0.768,-0.317
13572.00,-0.495,1.382,-1.041,-1.052,-0.346,-0.775,-0.313
13594.00,-0.493,1.388,-1.041,-1.034,-0.427,-0.779,-0.310
13617.00,-0.493,1.389,-1.041,-0.899,-0.318,-0.782,-0.309
13640.00,-0.493,1.392,-1.041,-0.457,-0.416,-0.775,-0.308
13663.00,-0.496,1.393,-1.043,-0.194,-0.539,-0.766,-0.312
13686.00,-0.499,1.396,-1.041,-0.388,-0.430,-0.762,-0.311
13709.00,-0.499,1.398,-1.039,-1.116,-0.386,-0.769,-0.311
13732.00,-0.497,1.396,-1.036,-1.123,-0.333,-0.774,-0.313
13755.00,-0.499,1.400,-1.036,-0.759,-0.483,-0.775,-0.312
13778.00,-0.499,1.403,-1.037,-0.376,-0.362,-0.767,-0.311
13801.00,-0.497,1.407,-1.033,-0.526,-0.456,-0.761,-0.310
13823.00,-0.500,1.409,-1.032,-1.023,-0.360,-0.769,-0.309
13846.00,-0.502,1.411,-1.030,-1.229,-0.345,-0.780,-0.307
13869.00,-0.504,1.416,-1.034,-0.913,-0.457,-0.785,-0.306
13892.00,-0.509,1.420,-1.034,-0.276,-0.552,-0.779,-0.307
13915.00,-0.511,1.420,-1.034,-0.264,-0.528,-0.771,-0.311
13938.00,-0.511,1.420,-1.033,-0.675,-0.386,-0.770,-0.313
13961.00,-0.511,1.426,-1.032,-1.262,-0.305,-0.779,-0.307
13984.00,-0.513,1.427,-1.039,-1.079,-0.401,-0.787,-0.308
14007.00,-0.513,1.430,-1.041,-0.624,-0.568,-0.783,-0.310
14030.00,-0.513,1.430,-1.041,-0.194,-0.540,-0.772,-0.315
14053.00,-0.514,1.431,-1.039,-0.180,-0.541,-0.761,-0.318
14075.00,-0.514,1.431,-1.035,-1.118,-0.414,-0.768,-0.320
14098.00,-0.514,1.435,-1.035,-1.245,-0.346,-0.778,-0.316
14121.00,-0.511,1.438,-1.037,-0.898,-0.429,-0.778,-0.316
14144.00,-0.510,1.440,-1.039,-0.416,-0.555,-0.769,-0.319
14167.00,-0.510,1.441,-1.037,-0.291,-0.403,-0.759,-0.319
14190.00,-0.510,1.445,-1.035,-0.899,-0.332,-0.762,-0.315
14213.00,-0.510,1.442,-1.032,-1.284,-0.387,-0.773,-0.320
14236.00,-0.507,1.444,-1.033,-0.983,-0.374,-0.774,-0.319
14259.00,-0.509,1.448,-1.037,-0.375,-0.472,-0.767,-0.318
14282.00,-0.511,1.449,-1.036,-0.402,-0.512,-0.763,-0.321
14304.00,-0.511,1.448,-1.033,-0.720,-0.457,-0.762,-0.325
14327.00,-0.511,1.451,-1.033,-0.914,-0.388,-0.765,-0.323
14350.00,-0.511,1.455,-1.033,-0.857,-0.332,-0.767,-0.319
14373.00,-0.514,1.462,-1.032,-0.637,-0.526,-0.767,-0.317
14396.00,-0.513,1.465,-1.032,-0.651,-0.471,-0.763,-0.317
14419.00,-0.509,1.468,-1.032,-0.636,-0.387,-0.757,-0.316
14442.00,-0.510,1.471,-1.033,-0.678,-0.388,-0.757,-0.314
14465.00,-0.511,1.475,-1.035,-0.719,-0.442,-0.757,-0.313
14488.00,-0.513,1.478,-1.033,-0.735,-0.430,-0.758,-0.312
14511.00,-0.513,1.482,-1.035,-0.898,-0.401,-0.761,-0.310
14534.00,-0.514,1.485,-1.036,-0.720,-0.415,-0.761,-0.309
14556.00,-0.516,1.487,-1.036,-0.624,-0.430,-0.760,-0.309
14579.00,-0.516,1.490,-1.035,-0.415,-0.539,-0.753,-0.311
14602.00,-0.516,1.493,-1.030,-0.897,-0.497,-0.756,-0.312
14625.00,-0.517,1.498,-1.029,-1.203,-0.429,-0.766,-0.309
14648.00,-0.518,1.501,-1.032,-0.926,-0.387,-0.771,-0.308
14671.00,-0.523,1.507,-1.036,-0.526,-0.485,-0.770,-0.306
14694.00,-0.523,1.513,-1.035,-0.415,-0.554,-0.763,-0.305
14717.00,-0.524,1.515,-1.033,-0.692,-0.443,-0.763,-0.305
14740.00,-0.525,1.520,-1.033,-1.078,-0.249,-0.771,-0.300
14763.00,-0.528,1.522,-1.037,-1.065,-0.401,-0.779,-0.299
14786.00,-0.527,1.524,-1.036,-0.457,-0.526,-0.772,-0.302
14808.00,-0.525,1.522,-1.035,-0.346,-0.498,-0.762,-0.308
14831.00,-0.527,1.525,-1.031,-0.638,-0.444,-0.761,-0.307
14854.00,-0.531,1.529,-1.032,-0.940,-0.373,-0.768,-0.305
14877.00,-0.534,1.531,-1.032,-0.997,-0.346,-0.776,-0.304
14900.00,-0.538,1.536,-1.035,-0.721,-0.402,-0.779,-0.301
14923.00,-0.539,1.536,-1.033,-0.527,-0.416,-0.775,-0.303
14946.00,-0.539,1.539,-1.033,-0.650,-0.512,-0.772,-0.304
14969.00,-0.537,1.543,-1.032,-0.845,-0.374,-0.771,-0.302
14992.00,-0.538,1.546,-1.032,-0.927,-0.388,-0.776,-0.301
15015.00,-0.538,1.550,-1.035,-0.830,-0.360,-0.777,-0.298
15037.00,-0.538,1.553,-1.032,-0.553,-0.470,-0.772,-0.298
15060.00,-0.539,1.555,-1.031,-0.526,-0.443,-0.769,-0.300
15083.00,-0.538,1.556,-1.031,-0.733,-0.415,-0.767,-0.301
15106.00,-0.538,1.556,-1.032,-0.829,-0.414,-0.768,-0.303
15129.00,-0.541,1.557,-1.032,-0.844,-0.401,-0.772,-0.304
15152.00,-0.541,1.560,-1.031,-0.789,-0.457,-0.773,-0.304
15175.00,-0.541,1.566,-1.031,-0.679,-0.471,-0.771,-0.302
15198.00,-0.539,1.570,-1.029,-0.594,-0.442,-0.766,-0.301
15221.00,-0.544,1.574,-1.026,-0.734,-0.429,-0.769,-0.299
15244.00,-0.544,1.577,-1.026,-0.830,-0.457,-0.770,-0.299
15267.00,-0.542,1.581,-1.025,-0.884,-0.428,-0.771,-0.298
15289.00,-0.544,1.581,-1.024,-0.692,-0.415,-0.771,-0.300
15312.00,-0.545,1.584,-1.021,-0.624,-0.513,-0.770,-0.302
15335.00,-0.548,1.587,-1.021,-0.596,-0.471,-0.769,-0.302
15358.00,-0.548,1.591,-1.021,-0.760,-0.442,-0.769,-0.301
15381.00,-0.548,1.595,-1.019,-0.845,-0.388,-0.770,-0.299
15404.00,-0.549,1.599,-1.021,-0.774,-0.429,-0.772,-0.297
15427.00,-0.551,1.605,-1.019,-0.610,-0.499,-0.770,-0.296
15450.00,-0.552,1.607,-1.019,-0.596,-0.471,-0.768,-0.298
15473.00,-0.549,1.609,-1.019,-0.664,-0.443,-0.763,-0.298
15496.00,-0.551,1.611,-1.018,-0.747,-0.442,-0.764,-0.299
15519.00,-0.553,1.616,-1.017,-0.732,-0.387,-0.766,-0.296
15541.00,-0.555,1.618,-1.017,-0.720,-0.498,-0.766,-0.298
15564.00,-0.556,1.619,-1.015,-0.678,-0.484,-0.766,-0.301
15587.00,-0.556,1.625,-1.014,-0.747,-0.360,-0.766,-0.296
15610.00,-0.558,1.623,-1.015,-0.706,-0.485,-0.766,-0.302
15633.00,-0.560,1.625,-1.012,-0.870,-0.318,-0.771,-0.301
15656.00,-0.565,1.626,-1.010,-0.872,-0.415,-0.777,-0.301
15679.00,-0.565,1.628,-1.012,-0.774,-0.414,-0.777,-0.302
15702.00,-0.566,1.630,-1.011,-0.692,-0.388,-0.776,-0.301
15725.00,-0.566,1.633,-1.010,-0.719,-0.415,-0.775,-0.301
15748.00,-0.566,1.635,-1.007,-0.789,-0.457,-0.776,-0.303
15770.00,-0.566,1.635,-1.007,-0.760,-0.401,-0.775,-0.304
15793.00,-0.566,1.639,-1.005,-0.720,-0.360,-0.774,-0.301
15816.00,-0.567,1.642,-1.004,-0.735,-0.485,-0.775,-0.302
15839.00,-0.569,1.643,-1.001,-0.760,-0.484,-0.776,-0.305
15862.00,-0.569,1.643,-1.000,-0.664,-0.484,-0.774,-0.308
15885.00,-0.570,1.649,-1.000,-0.816,-0.429,-0.776,-0.305
15908.00,-0.572,1.650,-1.000,-0.845,-0.429,-0.779,-0.306
15931.00,-0.572,1.651,-1.000,-0.721,-0.513,-0.777,-0.309
15954.00,-0.576,1.656,-1.001,-0.637,-0.429,-0.779,-0.307
15977.00,-0.577,1.660,-1.001,-0.609,-0.443,-0.777,-0.306
16000.00,-0.579,1.663,-1.001,-0.734,-0.415,-0.777,-0.305
16022.00,-0.580,1.664,-1.000,-0.816,-0.291,-0.779,-0.304
16045.00,-0.580,1.667,-1.000,-0.746,-0.442,-0.779,-0.304
16068.00,-0.580,1.668,-1.003,-0.678,-0.498,-0.777,-0.306
16091.00,-0.581,1.671,-1.001,-0.637,-0.457,-0.775,-0.307
16114.00,-0.584,1.674,-1.001,-0.788,-0.373,-0.778,-0.305
16137.00,-0.590,1.678,-1.000,-0.803,-0.346,-0.784,-0.302
16160.00,-0.593,1.682,-0.998,-0.761,-0.429,-0.786,-0.300
16183.00,-0.591,1.685,-0.997,-0.817,-0.498,-0.786,-0.301
16206.00,-0.593,1.688,-0.998,-0.693,-0.388,-0.785,-0.300
16229.00,-0.591,1.691,-0.996,-0.678,-0.402,-0.782,-0.300
16252.00,-0.594,1.695,-0.996,-0.802,-0.470,-0.785,-0.299
16274.00,-0.597,1.696,-0.996,-0.773,-0.470,-0.787,-0.301
16297.00,-0.598,1.700,-0.997,-0.832,-0.319,-0.790,-0.297
16320.00,-0.598,1.703,-0.996,-0.693,-0.513,-0.788,-0.299
16343.00,-0.601,1.706,-0.997,-0.664,-0.373,-0.788,-0.298
16366.00,-0.602,1.709,-1.000,-0.748,-0.388,-0.788,-0.297
16389.00,-0.601,1.713,-1.003,-0.773,-0.442,-0.787,-0.295
16412.00,-0.602,1.717,-1.004,-0.788,-0.443,-0.788,-0.294
16435.00,-0.602,1.721,-1.004,-0.748,-0.416,-0.787,-0.293
16458.00,-0.604,1.723,-1.004,-0.720,-0.471,-0.787,-0.295
16481.00,-0.607,1.727,-1.003,-0.678,-0.485,-0.788,-0.294
16503.00,-0.609,1.731,-1.001,-0.775,-0.498,-0.790,-0.295
16526.00,-0.609,1.731,-1.001,-0.804,-0.513,-0.791,-0.299
16549.00,-0.609,1.735,-1.001,-0.719,-0.539,-0.789,-0.300
16572.00,-0.609,1.737,-0.999,-0.733,-0.387,-0.788,-0.300
16595.00,-0.612,1.741,-0.996,-0.637,-0.471,-0.788,-0.299
16618.00,-0.615,1.745,-0.993,-0.706,-0.471,-0.789,-0.299
16641.00,-0.616,1.748,-0.993,-0.775,-0.526,-0.790,-0.300
16664.00,-0.619,1.751,-0.992,-0.734,-0.415,-0.792,-0.300
16687.00,-0.619,1.754,-0.992,-0.747,-0.484,-0.791,-0.301
16710.00,-0.620,1.755,-0.990,-0.761,-0.470,-0.792,-0.303
16733.00,-0.619,1.758,-0.992,-0.664,-0.429,-0.788,-0.303
16755.00,-0.620,1.760,-0.990,-0.818,-0.333,-0.790,-0.301
16778.00,-0.620,1.763,-0.989,-0.733,-0.457,-0.788,-0.301
16801.00,-0.622,1.769,-0.990,-0.803,-0.402,-0.790,-0.297
16824.00,-0.620,1.769,-0.990,-0.748,-0.443,-0.788,-0.300
16847.00,-0.623,1.773,-0.987,-0.720,-0.443,-0.789,-0.299
16870.00,-0.623,1.774,-0.983,-0.749,-0.430,-0.788,-0.300
16893.00,-0.625,1.776,-0.980,-0.775,-0.374,-0.790,-0.300
16916.00,-0.622,1.780,-0.979,-0.761,-0.443,-0.786,-0.299
16939.00,-0.625,1.783,-0.980,-0.665,-0.443,-0.787,-0.299
16962.00,-0.626,1.784,-0.978,-0.776,-0.429,-0.788,-0.301
16985.00,-0.626,1.786,-0.975,-0.678,-0.457,-0.786,-0.302
17007.00,-0.626,1.791,-0.973,-0.789,-0.388,-0.786,-0.299
17030.00,-0.626,1.792,-0.975,-0.706,-0.360,-0.784,-0.299
17053.00,-0.629,1.797,-0.976,-0.775,-0.443,-0.787,-0.297
17076.00,-0.630,1.797,-0.975,-0.790,-0.416,-0.788,-0.300
17099.00,-0.632,1.799,-0.972,-0.692,-0.484,-0.788,-0.301
17122.00,-0.632,1.799,-0.971,-0.733,-0.456,-0.786,-0.304
17145.00,-0.633,1.801,-0.972,-0.817,-0.457,-0.788,-0.305
17168.00,-0.633,1.799,-0.971,-0.747,-0.429,-0.788,-0.309
17191.00,-0.634,1.804,-0.975,-0.733,-0.401,-0.788,-0.307
17214.00,-0.634,1.808,-0.975,-0.789,-0.415,-0.788,-0.305
17236.00,-0.633,1.809,-0.972,-0.706,-0.319,-0.785,-0.304
17259.00,-0.632,1.812,-0.969,-0.734,-0.498,-0.783,-0.305
17282.00,-0.630,1.815,-0.968,-0.788,-0.512,-0.781,-0.306
17305.00,-0.630,1.818,-0.968,-0.829,-0.415,-0.782,-0.306
17328.00,-0.632,1.823,-0.965,-0.691,-0.415,-0.782,-0.303
17351.00,-0.634,1.828,-0.964,-0.720,-0.471,-0.783,-0.302
17374.00,-0.636,1.828,-0.964,-0.733,-0.484,-0.784,-0.305
17397.00,-0.634,1.832,-0.968,-0.762,-0.457,-0.782,-0.304
17420.00,-0.637,1.835,-0.971,-0.788,-0.443,-0.785,-0.304
17443.00,-0.639,1.839,-0.974,-0.692,-0.373,-0.784,-0.302
17466.00,-0.637,1.840,-0.974,-0.733,-0.443,-0.782,-0.303
17488.00,-0.639,1.841,-0.975,-0.735,-0.458,-0.782,-0.305
17511.00,-0.639,1.841,-0.973,-0.665,-0.485,-0.780,-0.308
17534.00,-0.639,1.846,-0.972,-0.817,-0.485,-0.781,-0.308
17557.00,-0.639,1.844,-0.973,-0.815,-0.415,-0.781,-0.311
17580.00,-0.637,1.843,-0.971,-0.760,-0.484,-0.780,-0.316
17603.00,-0.639,1.844,-0.969,-0.679,-0.388,-0.779,-0.316
17626.00,-0.640,1.846,-0.969,-0.761,-0.429,-0.780,-0.317
17649.00,-0.641,1.849,-0.969,-0.804,-0.416,-0.782,-0.316
17672.00,-0.643,1.851,-0.969,-0.649,-0.414,-0.780,-0.316
17695.00,-0.641,1.851,-0.971,-0.720,-0.485,-0.778,-0.319
17717.00,-0.641,1.854,-0.972,-0.733,-0.401,-0.777,-0.318
17740.00,-0.643,1.858,-0.969,-0.706,-0.443,-0.777,-0.316
17763.00,-0.643,1.858,-0.969,-0.719,-0.360,-0.776,-0.317
17786.00,-0.643,1.857,-0.968,-0.735,-0.471,-0.775,-0.322
17809.00,-0.643,1.860,-0.962,-0.705,-0.442,-0.774,-0.321
17832.00,-0.644,1.862,-0.962,-0.705,-0.442,-0.774,-0.321
17855.00,-0.644,1.864,-0.962,-0.623,-0.443,-0.771,-0.322
17878.00,-0.646,1.864,-0.961,-0.650,-0.388,-0.770,-0.323
17901.00,-0.647,1.865,-0.961,-0.692,-0.539,-0.769,-0.326
17924.00,-0.644,1.867,-0.958,-0.719,-0.512,-0.766,-0.329
17947.00,-0.646,1.871,-0.958,-0.816,-0.359,-0.768,-0.325
17969.00,-0.648,1.874,-0.957,-0.776,-0.457,-0.771,-0.325
17992.00,-0.651,1.874,-0.955,-0.788,-0.373,-0.774,-0.326
18015.00,-0.651,1.876,-0.958,-0.720,-0.443,-0.773,-0.326
18038.00,-0.653,1.879,-0.955,-0.775,-0.415,-0.774,-0.325
18061.00,-0.654,1.882,-0.955,-0.789,-0.526,-0.776,-0.326
18084.00,-0.658,1.883,-0.955,-0.775,-0.374,-0.780,-0.326
18107.00,-0.660,1.886,-0.955,-0.803,-0.429,-0.782,-0.325
18130.00,-0.661,1.888,-0.955,-0.691,-0.429,-0.781,-0.326
18153.00,-0.661,1.893,-0.952,-0.720,-0.415,-0.780,-0.322
18176.00,-0.661,1.895,-0.951,-0.760,-0.373,-0.780,-0.322
18199.00,-0.662,1.897,-0.951,-0.761,-0.498,-0.781,-0.322
18221.00,-0.666,1.900,-0.951,-0.789,-0.540,-0.785,-0.324
18244.00,-0.669,1.903,-0.950,-0.720,-0.374,-0.786,-0.322
18267.00,-0.671,1.907,-0.945,-0.761,-0.401,-0.787,-0.320
18290.00,-0.669,1.910,-0.945,-0.762,-0.443,-0.785,-0.319
18313.00,-0.672,1.911,-0.945,-0.832,-0.360,-0.789,-0.319
18336.00,-0.673,1.916,-0.944,-0.762,-0.402,-0.790,-0.316
18359.00,-0.672,1.920,-0.944,-0.650,-0.387,-0.786,-0.314
18382.00,-0.671,1.924,-0.944,-0.637,-0.429,-0.781,-0.312
18405.00,-0.671,1.924,-0.943,-0.801,-0.470,-0.782,-0.315
18428.00,-0.672,1.925,-0.943,-0.789,-0.360,-0.783,-0.315
18450.00,-0.671,1.928,-0.944,-0.748,-0.416,-0.781,-0.314
18473.00,-0.669,1.932,-0.941,-0.733,-0.401,-0.779,-0.312
18496.00,-0.672,1.934,-0.943,-0.720,-0.360,-0.780,-0.311
18519.00,-0.673,1.934,-0.941,-0.622,-0.360,-0.779,-0.312
18542.00,-0.676,1.936,-0.943,-0.749,-0.499,-0.781,-0.313
18565.00,-0.673,1.939,-0.941,-0.706,-0.415,-0.777,-0.312
18588.00,-0.672,1.939,-0.941,-0.736,-0.361,-0.774,-0.313
18611.00,-0.673,1.941,-0.941,-0.733,-0.429,-0.775,-0.314
18634.00,-0.676,1.939,-0.941,-0.705,-0.443,-0.776,-0.318
18657.00,-0.679,1.942,-0.943,-0.760,-0.470,-0.779,-0.319
18680.00,-0.679,1.946,-0.941,-0.817,-0.471,-0.779,-0.317
18702.00,-0.680,1.949,-0.941,-0.789,-0.374,-0.781,-0.316
18725.00,-0.679,1.950,-0.940,-0.776,-0.430,-0.780,-0.317
18748.00,-0.679,1.952,-0.941,-0.773,-0.524,-0.779,-0.320
18771.00,-0.679,1.953,-0.938,-0.651,-0.388,-0.777,-0.320
18794.00,-0.682,1.957,-0.937,-0.745,-0.331,-0.779,-0.316
18817.00,-0.679,1.959,-0.937,-0.748,-0.513,-0.776,-0.318
18840.00,-0.679,1.962,-0.935,-0.842,-0.511,-0.777,-0.319
18863.00,-0.678,1.964,-0.934,-0.747,-0.484,-0.775,-0.320
18886.00,-0.679,1.969,-0.935,-0.664,-0.332,-0.774,-0.316
18909.00,-0.682,1.973,-0.934,-0.775,-0.512,-0.777,-0.316
18932.00,-0.683,1.976,-0.931,-0.845,-0.332,-0.780,-0.313
18954.00,-0.682,1.978,-0.931,-0.774,-0.415,-0.778,-0.313
18977.00,-0.683,1.978,-0.931,-0.901,-0.430,-0.782,-0.315
19000.00,-0.683,1.981,-0.928,-0.691,-0.373,-0.780,-0.314
19023.00,-0.682,1.984,-0.930,-0.485,-0.596,-0.773,-0.316
19046.00,-0.685,1.988,-0.928,-0.721,-0.430,-0.775,-0.315
19069.00,-0.687,1.991,-0.928,-0.815,-0.276,-0.778,-0.311
19092.00,-0.687,1.992,-0.931,-1.009,-0.539,-0.783,-0.314
19115.00,-0.687,1.995,-0.934,-0.511,-0.332,-0.777,-0.312
19138.00,-0.687,1.998,-0.933,-0.388,-0.429,-0.770,-0.311
19161.00,-0.690,1.998,-0.930,-0.568,-0.568,-0.768,-0.317
19183.00,-0.692,1.998,-0.927,-0.747,-0.429,-0.769,-0.319
19206.00,-0.693,1.998,-0.926,-1.020,-0.359,-0.776,-0.320
19229.00,-0.696,2.002,-0.927,-0.858,-0.443,-0.780,-0.318
19252.00,-0.699,2.008,-0.927,-0.471,-0.430,-0.777,-0.315
19275.00,-0.699,2.008,-0.926,-0.388,-0.485,-0.769,-0.318
19298.00,-0.697,2.012,-0.924,-0.844,-0.470,-0.769,-0.317
19321.00,-0.699,2.016,-0.923,-0.912,-0.332,-0.773,-0.313
19344.00,-0.700,2.018,-0.924,-0.846,-0.513,-0.776,-0.316
19367.00,-0.701,2.020,-0.924,-0.637,-0.471,-0.775,-0.316
19390.00,-0.704,2.022,-0.924,-0.663,-0.387,-0.775,-0.316
19413.00,-0.707,2.027,-0.923,-0.692,-0.429,-0.776,-0.313
19435.00,-0.708,2.029,-0.923,-0.803,-0.402,-0.778,-0.313
19458.00,-0.711,2.032,-0.923,-0.788,-0.373,-0.781,-0.312
