timestamp_ms,gyrox_deg,gyroy_deg,gyroz_deg,accelx_deg,accely_deg,compfilterx_deg,compfiltery_deg,kalmanx_deg,kalmany_deg
7159.00,-0.121,0.588,0.030,-0.941,-0.706,-0.979,-0.585,-0.966,-0.737
7181.00,-0.122,0.589,0.033,-0.942,-0.707,-0.980,-0.586,-0.962,-0.734
7204.00,-0.123,0.592,0.034,-1.022,-0.746,-0.982,-0.586,-0.974,-0.737
7227.00,-0.125,0.593,0.033,-0.900,-0.844,-0.982,-0.590,-0.961,-0.760
7250.00,-0.128,0.593,0.035,-0.968,-0.663,-0.984,-0.592,-0.964,-0.747
7273.00,-0.123,0.593,0.037,-0.969,-0.776,-0.980,-0.595,-0.960,-0.756
7296.00,-0.125,0.595,0.035,-0.996,-0.719,-0.982,-0.596,-0.968,-0.751
7319.00,-0.128,0.595,0.033,-0.983,-0.733,-0.984,-0.599,-0.973,-0.751
7342.00,-0.129,0.602,0.033,-1.024,-0.706,-0.987,-0.594,-0.984,-0.740
7365.00,-0.128,0.604,0.034,-1.025,-0.734,-0.986,-0.594,-0.991,-0.738
7388.00,-0.129,0.607,0.034,-0.940,-0.747,-0.986,-0.595,-0.984,-0.740
7411.00,-0.130,0.613,0.037,-1.079,-0.678,-0.990,-0.591,-1.004,-0.726
7433.00,-0.133,0.615,0.035,-0.899,-0.747,-0.990,-0.591,-0.988,-0.729
7456.00,-0.135,0.617,0.034,-0.953,-0.746,-0.991,-0.593,-0.983,-0.733
7479.00,-0.137,0.620,0.031,-1.024,-0.761,-0.994,-0.594,-0.993,-0.738
7502.00,-0.136,0.622,0.031,-0.953,-0.704,-0.992,-0.593,-0.984,-0.731
7525.00,-0.137,0.627,0.031,-0.996,-0.719,-0.994,-0.591,-0.987,-0.727
7548.00,-0.137,0.631,0.030,-0.871,-0.705,-0.991,-0.590,-0.965,-0.721
7571.00,-0.139,0.634,0.030,-1.010,-0.761,-0.993,-0.590,-0.973,-0.728
7594.00,-0.140,0.637,0.028,-0.941,-0.678,-0.993,-0.589,-0.966,-0.718
7617.00,-0.140,0.638,0.028,-0.871,-0.774,-0.991,-0.592,-0.946,-0.729
7640.00,-0.137,0.642,0.031,-0.955,-0.678,-0.987,-0.589,-0.942,-0.718
7663.00,-0.137,0.642,0.030,-0.926,-0.732,-0.986,-0.592,-0.936,-0.722
7685.00,-0.137,0.646,0.030,-1.012,-0.665,-0.987,-0.590,-0.947,-0.709
7708.00,-0.140,0.648,0.028,-1.026,-0.679,-0.990,-0.590,-0.963,-0.703
7731.00,-0.142,0.650,0.028,-0.953,-0.719,-0.991,-0.590,-0.962,-0.704
7754.00,-0.140,0.653,0.028,-0.926,-0.774,-0.988,-0.591,-0.953,-0.716
7777.00,-0.140,0.662,0.028,-0.981,-0.691,-0.988,-0.585,-0.957,-0.706
7800.00,-0.142,0.664,0.028,-1.024,-0.761,-0.990,-0.585,-0.970,-0.716
7823.00,-0.143,0.664,0.030,-0.983,-0.637,-0.991,-0.586,-0.974,-0.703
7846.00,-0.146,0.667,0.030,-0.998,-0.693,-0.994,-0.586,-0.981,-0.699
7869.00,-0.149,0.669,0.030,-0.940,-0.691,-0.996,-0.586,-0.976,-0.698
7892.00,-0.150,0.676,0.031,-1.023,-0.705,-0.998,-0.582,-0.987,-0.694
7914.00,-0.151,0.674,0.034,-0.885,-0.733,-0.997,-0.586,-0.969,-0.704
7937.00,-0.150,0.676,0.034,-0.954,-0.719,-0.995,-0.588,-0.964,-0.707
7960.00,-0.147,0.677,0.032,-0.997,-0.720,-0.992,-0.589,-0.967,-0.710
7983.00,-0.148,0.679,0.032,-0.914,-0.734,-0.992,-0.590,-0.957,-0.715
8006.00,-0.148,0.681,0.031,-1.010,-0.706,-0.992,-0.590,-0.966,-0.714
8029.00,-0.151,0.683,0.032,-0.927,-0.706,-0.994,-0.591,-0.960,-0.713
8052.00,-0.151,0.686,0.032,-0.956,-0.776,-0.993,-0.592,-0.958,-0.725
8075.00,-0.151,0.687,0.032,-0.968,-0.733,-0.992,-0.593,-0.959,-0.728
8098.00,-0.153,0.690,0.031,-0.913,-0.747,-0.992,-0.594,-0.950,-0.733
8121.00,-0.151,0.693,0.031,-0.983,-0.733,-0.991,-0.594,-0.953,-0.734
8144.00,-0.153,0.694,0.030,-0.941,-0.692,-0.991,-0.594,-0.951,-0.728
8166.00,-0.151,0.697,0.031,-0.999,-0.763,-0.990,-0.595,-0.958,-0.735
8189.00,-0.149,0.699,0.032,-1.024,-0.678,-0.988,-0.594,-0.968,-0.725
8212.00,-0.151,0.701,0.031,-1.039,-0.776,-0.992,-0.596,-0.984,-0.736
8235.00,-0.150,0.699,0.034,-0.942,-0.734,-0.989,-0.600,-0.977,-0.740
8258.00,-0.150,0.705,0.037,-0.914,-0.720,-0.988,-0.597,-0.965,-0.735
8281.00,-0.150,0.709,0.035,-0.953,-0.719,-0.987,-0.595,-0.963,-0.731
8304.00,-0.151,0.712,0.031,-0.970,-0.665,-0.988,-0.594,-0.965,-0.718
8327.00,-0.151,0.714,0.032,-0.970,-0.693,-0.988,-0.595,-0.966,-0.713
8350.00,-0.153,0.715,0.031,-1.026,-0.735,-0.990,-0.596,-0.979,-0.717
8373.00,-0.154,0.715,0.028,-0.955,-0.706,-0.990,-0.598,-0.976,-0.716
8396.00,-0.156,0.716,0.028,-0.940,-0.760,-0.991,-0.600,-0.970,-0.725
8418.00,-0.157,0.716,0.030,-0.926,-0.732,-0.991,-0.603,-0.963,-0.728
8441.00,-0.154,0.718,0.031,-0.956,-0.637,-0.987,-0.602,-0.958,-0.711
8464.00,-0.156,0.721,0.031,-0.983,-0.692,-0.989,-0.601,-0.963,-0.706
8487.00,-0.156,0.725,0.030,-0.926,-0.705,-0.987,-0.599,-0.955,-0.702
8510.00,-0.157,0.728,0.032,-1.051,-0.775,-0.990,-0.600,-0.974,-0.714
8533.00,-0.156,0.730,0.031,-0.913,-0.733,-0.987,-0.600,-0.961,-0.717
